q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
现在下单是九月份的。,"[{""role"":""user"",""content"":""代装没有么""},{""role"":""assistant"",""content"":""没有哈""},{""role"":""user"",""content"":""有摇摇杯送吗？买五罐有摇摇杯送。""},{""role"":""assistant"",""content"":""看选项哦亲，选项上面有写的就送，没有写的就不送哦~""},{""role"":""user"",""content"":""这个这个婴儿豆浆粉有甜味吗？就是淡淡的没有甜味是吗？还是有微微的甜味。""},{""role"":""assistant"",""content"":""零添加蔗糖哈亲但是产品本身含有一定的糖份哦""},{""role"":""user"",""content"":""现在下单是九月份的。""}]",亲亲，具体以您收到商品显示为准哈,,"18,9","['问题：""定单时是9元9，如收货是9元9，我就等了，"", 答案：""亲 没有明白您的意思""', '问题：""我己下单拿新日期给我"", 答案：""亲 生产日期都是近期的哦""', '问题：""下单了"", 答案：""已备注亲""', '问题：""下单了"", 答案：""备注了亲""', '问题：""下单了"", 答案：""好的""', '问题：""已经下单了"", 答案：""已备注亲""', '问题：""已经下单了"", 答案：""好的亲""', '问题：""有货吗？"", 答案：""能下单就是有货的哈""', '问题：""已下单"", 答案：""好的 亲""', '问题：""这个没有日期的，我小孩喝的次数多了，就拉肚子"", 答案：""都是有日期的""']",,
一起买的 为什么是分开到,"[{""role"":""user"",""content"":""六个""},{""role"":""user"",""content"":""我不傻""},{""role"":""user"",""content"":""没看见全签收了吗""},{""role"":""user"",""content"":""三个？""},{""role"":""user"",""content"":""只收到了两个""},{""role"":""user"",""content"":""一起买的 为什么是分开到""}]",亲亲，仓库那边是一起发出的,亲亲，仓库那边是一起发出的哈,18,"['问题：""都分开下单是不是"", 答案：""拍随意搭配亲 拍完联系我备注口味""', '问题：""同时寄出的，为什么一个到，一个还在本地未寄出"", 答案：""亲亲仓库发的哈这个咱也控制不了哈""', '问题：""为什么不一起发？"", 答案：""亲快递公司那边有要求呢""', '问题：""为什么和我买的不一样"", 答案：""什么不一样呢亲""', '问题：""为什么我就收到了一件货两件货是一个订单编号取件码也是一个，两单一个取件码"", 答案：""收到几袋呢""', '问题：""怎么回事我买了两单怎么就收到一单"", 答案：""亲，两个包裹哈""', '问题：""亲，我是寄一包装吗？还是分开寄"", 答案：""亲 分开发出的哦""', '问题：""选三袋的怎么收到一袋呀"", 答案：""您收到了？""']",,
我问你能不能发就行,"[{""role"":""user"",""content"":""我问你能不能发就行""}]",能拍就能发,,18,"['问题：""两会开完了能肯定能发，那我就等着了。嗯。"", 答案：""能发尽快发哈""', '问题：""给我发一个行不行"", 答案：""亲，抱歉呢 这个无法补发的哦 这样吧 给您申请3元可以吗""', '问题：""今天能发吗"", 答案：""亲 不能保证的哦""', '问题：""发不了吗"", 答案：""是的 亲""', '问题：""发不了不早点说，废话"", 答案：""亲亲，实在抱歉""', '问题：""<物流问题>能发新疆吗？运费怎么算？"", 答案：""能拍就能发""', '问题：""<物流规则>不发货地区"", 答案：""能拍就能发""', '问题：""那就发吧"", 答案：""好的""']",,
补钙吗,"[{""role"":""user"",""content"":""一罐有一斤吗""},{""role"":""assistant"",""content"":""亲，一罐的重量是500g哦~""},{""role"":""user"",""content"":""怎么有的评论说不到一斤""},{""role"":""assistant"",""content"":""亲，我们每罐的重量是500g，评论可能是根据个人的称重方式不同，所以会有差异哦~""},{""role"":""user"",""content"":""有运费险吗""},{""role"":""assistant"",""content"":""亲，有的哦，运费险是自动理赔的哦，审核通过，自动理赔。有的亲""},{""role"":""user"",""content"":""补钙吗""}]",亲亲，黄瓜籽粉可以补钙哦。但是不能代替药物哈~,亲亲，黄瓜籽粉可以补钙哦。但是不能代替药物哈~,"18,8","['问题：""是补钙的吗"", 答案：""黄瓜籽粉可以补钙亲。但是不能代替药物哈""', '问题：""这个是补钙吗？"", 答案：""亲亲，就是纯黄瓜籽粉哈作用客服不清楚哈""', '问题：""真的能补钙吗"", 答案：""不清楚哈亲建议咨询下营养师哈""', '问题：""补不补免疫力还有感冒"", 答案：""补钙的亲""', '问题：""吗降血压降血压吗"", 答案：""补钙的亲""', '问题：""含糖吗这粉主要是补什么？有什么用？？？"", 答案：""补钙的亲""', '问题：""有什么营养价值喝了有啥好处"", 答案：""补钙的亲""', '问题：""这个吃了能起到什么作用呀？治疗疾病"", 答案：""补钙的亲""', '问题：""你好，这个好吗？对身体有好处，或者坏处它安全吗里面都是添加的什么？"", 答案：""补钙的亲""', '问题：""吃这个营养有吗"", 答案：""补钙的亲""']",,
,"[{""role"":""user"",""content"":""极兔也不上门取件的""},{""role"":""user"",""content"":""那怎么办""},{""role"":""assistant"",""content"":""这个您想办法亲""},{""role"":""user"",""content"":""我的办法就是上门取件""},{""role"":""user"",""content"":""退货期限多久呢，等五天左右去拿快递时去寄行不""},{""role"":""assistant"",""content"":""可以的""},{""role"":""user"",""content"":""嗯""},{""role"":""assistant"",""content"":""嗯嗯""},{""role"":""user"",""content"":""""}]",,好的,18,,,
有点麻烦，我是店里用，忙的时候怕搞不过来，过滤是为了过滤什么,"[{""role"":""user"",""content"":""亲，货收到了，发一个制作视频，谢谢！""},{""role"":""assistant"",""content"":""亲，您可以参考一下哦。""},{""role"":""user"",""content"":""我是加水煮的，需要过滤吗？""},{""role"":""assistant"",""content"":""亲 需要过滤哦""},{""role"":""user"",""content"":""倒粉的时候过滤还是煮好后过滤？""},{""role"":""user"",""content"":""有点麻烦，我是店里用，忙的时候怕搞不过来，过滤是为了过滤什么""}]",亲 是为了滤除杂质,亲 是为了滤除杂质,18,"['问题：""我过滤了还是有这是过滤过的用这个过的就按你说这个来的"", 答案：""亲 粉水比例是多少""', '问题：""必须要过滤嘛"", 答案：""过滤口感会更好""', '问题：""我是店里用"", 答案：""不支持指定包装""', '问题：""而且滤不干净"", 答案：""这边看下""', '问题：""建议该附带一包试用装不然打开 不满意 退货麻烦"", 答案：""亲按照这个比例少做一些看看效果哈""', '问题：""这个这样咋吃呀"", 答案：""亲亲可以过滤一下试下哦""', '问题：""退货也影响我了。影响我使用了。这么麻烦。要不补贴给我点钱吧。"", 答案：""亲 商品什么问题呢""', '问题：""也过滤的"", 答案：""亲建议搅拌时间久一些试试哦十分钟以上""']",,
要芒果和草莓的,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""要芒果和草莓的""}]",亲，已备注哦~,亲，已备注哦~,18,"['问题：""要芒果跟草莓"", 答案：""亲 已备注""', '问题：""我要芒果跟草莓味的"", 答案：""备注了亲""', '问题：""我要芒果和草莓还有牛奶的"", 答案：""三个口味吗""', '问题：""要芒果搭草莓"", 答案：""拍随意搭配那个选项哈""', '问题：""要芒果，草莓的下单了"", 答案：""亲，已帮您备注，我们会尽快为您发货哦~""', '问题：""芒果和草莓"", 答案：""亲，已备注""', '问题：""可以草莓和芒果吗"", 答案：""拍随意搭配亲 拍完联系我备注口味""', '问题：""我要芒果、草莓香芋味的"", 答案：""只要三种？""']",,
我已拼单成功，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""}]",亲亲，下单48小时内发货哦~,,18,"['问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""下单48小时内发货亲""', '问题：""我已拼单成功，能尽快帮我发货吗？急"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的👌"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？请发货。"", 答案：""亲亲，下单48小时内发货哦~""']",,
哦哦,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""学生可以吃吗""},{""role"":""assistant"",""content"":""可以的 亲""},{""role"":""user"",""content"":""今天几次一""},{""role"":""assistant"",""content"":""亲 没有具体次数哦 根据您自己的情况""},{""role"":""user"",""content"":""哦哦""}]",嗯嗯,嗯嗯,"18,10","['问题：""哦"", 答案：""好的亲🌹""', '问题：""哦"", 答案：""确认收货后联系客服申请补偿2元哈""', '问题：""嗯嗯"", 答案：""会有专人处理的哦""', '问题：""那"", 答案：""嗯嗯""', '问题：""额"", 答案：""🌹""', '问题：""好吧"", 答案：""好的""', '问题：""罐子有点喜欢。吃完可以用用，哈哈"", 答案：""好的""', '问题：""好吧~"", 答案：""好的""']",,
,"[{""role"":""user"",""content"":""""}]",,很高兴为您服务，请问有什么可以帮您？,18,,,
一罐多少克,"[{""role"":""user"",""content"":""一罐多少克""}]",亲，一罐的重量是350g哦~,,"18,10","['问题：""一罐多少克"", 答案：""这个是大罐1lg的可以看下选项哈""', '问题：""一罐多少克"", 答案：""500g亲""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐多少克"", 答案：""亲 一罐350g""', '问题：""一罐多少克"", 答案：""一罐350g的亲 二罐是700g""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""1罐多少克"", 答案：""亲，一罐的重量是350g哦~""', '问题：""一罐是多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克呀"", 答案：""亲 一罐350g""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是350g哦~""']",,
你好，请问你发你的快递发韵达还是极兔？还是圆通快递,"[{""role"":""user"",""content"":""你好，请问你发哪个快递？发邮政还是发韵达快递""},{""role"":""assistant"",""content"":""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""},{""role"":""user"",""content"":""你好，请问你发你的快递发韵达还是极兔？还是圆通快递""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,,18,"['问题：""中通快递，谢谢极兔就别发了。只要不是极兔快递其他都可以"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发极兔快递方便啊那你说发的哪里"", 答案：""亲，不支持指定快递哦~""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？可以指定吗"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？发什么快递？发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发中通吧"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？什么时候发货？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
我已拼单成功，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""}]",亲亲，下单48小时内发货哦~,亲亲，下单48小时内发货哦~,18,"['问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""下单48小时内发货亲""', '问题：""我已拼单成功，能尽快帮我发货吗？急"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的👌"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？请发货。"", 答案：""亲亲，下单48小时内发货哦~""']",,
你说一样 为什么之前买的没事，这次买的就就这么问题,"[{""role"":""user"",""content"":""都是这个包装""},{""role"":""assistant"",""content"":""亲 不会的哦 商品都是一样的呢""},{""role"":""user"",""content"":""我能瞎编吗""},{""role"":""user"",""content"":""你这客服真有意思，问你为什么不一样呢，你说都一样，你看见了吗？""},{""role"":""assistant"",""content"":""亲 我们的商品都是一样的""},{""role"":""user"",""content"":""我产品是做好了卖的，味道效果都不一样不砸牌子吗""},{""role"":""user"",""content"":""你说一样 为什么之前买的没事，这次买的就就这么问题""}]",亲 也是刚接到您的反馈 这边需要核实下,亲 每个人的口感不同的,18,"['问题：""为什么和我买的不一样"", 答案：""什么不一样呢亲""', '问题：""什么跟上次买的不一样这款比较不香"", 答案：""亲亲质量都是一样的哈""', '问题：""质量没有原来好要求退款请尽快解决售后问题，避免平台介入退款退款请尽快解决售后问题，避免平台介入退款"", 答案：""商品寄回有专人处理的哈""', '问题：""我第二次购买的和第一次买的都不一样"", 答案：""哪里不一样呢亲""', '问题：""我之前购买的商品遇到了售后问题，能尽快帮我处理一下么？我之前购买的商品遇到了售后问题，能尽快帮我处理一下么？味道完全不一样都会结块"", 答案：""每个人口感不一样的哈""', '问题：""怎么这个颜色，也很粗糙跟我买别家的怎么这么不一样"", 答案：""亲亲正常的哈咱家是纯黄瓜籽粉哈没有任何添加剂的""', '问题：""第一次买的挺好，第二次买的为什么不凝固呢"", 答案：""亲 是哪个口味呢""', '问题：""产品有问题"", 答案：""什么问题呢亲""']",,
发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,,18,"['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
打不起来,"[{""role"":""user"",""content"":""打不起来""}]",,很高兴为您服务，请问有什么可以帮您？,18,"['问题：""亲，备注芒果跟草莓"", 答案：""备注了亲""', '问题：""备注吗草莓，芒果"", 答案：""亲 已备注""', '问题：""芒果跟草莓备注"", 答案：""亲 付款后与我们联系""', '问题：""备注一下，芒果和草莓"", 答案：""亲 已备注""', '问题：""亲芒果和草莓的备注一下哈"", 答案：""亲 您拍的这个选项不支持备注 您拍下随意搭配的选项后与我们联系。""', '问题：""要芒果草莓给我备注了好"", 答案：""亲，已备注哦~""', '问题：""备注，芒果跟草莓各一斤"", 答案：""已备注""', '问题：""你好帮忙备注一下，草莓和芒果"", 答案：""备注了亲""', '问题：""草莓和芒果记得给我备注"", 答案：""亲 已备注""', '问题：""芒果和草莓备注一下，谢谢"", 答案：""亲，已备注哦。""']",,
食品经营许可证有吗？亲,"[{""role"":""user"",""content"":""食品经营许可证有吗？亲""}]",有的,,18,"['问题：""有食品生产许可证吗？"", 答案：""有的亲""', '问题：""合格证有吗"", 答案：""有的 亲""', '问题：""配料表有么"", 答案：""没有配料表说明的亲 可以拍下收到在包装上看下""', '问题：""<运营问题>是否有相关的认证或授权？"", 答案：""有""', '问题：""你这产品能放心吃吗"", 答案：""亲亲，放心哈不影响食用的哦""', '问题：""<运营问题>店铺有卫生标准吗？"", 答案：""有""', '问题：""不是食品能吃？无语"", 答案：""🌹""', '问题：""把你们的详细配料表发给我"", 答案：""亲商品上有哈""']",,
网购买了个心烦。拼多多除了品牌商品却有一些伪劣产品。三罐破损两罐。补5元，你们觉得合适吧！欺诈！,"[{""role"":""assistant"",""content"":""亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦""},{""role"":""user"",""content"":""平台已退出介入，您可继续聊天""},{""role"":""user"",""content"":""不可以，我很忙，刚吃饭回来办公室里一团糟，我还得请人打扫，全扔了。铁罐包装严重开裂，内在质量也可想而知，不能吃了。你们看着办吧。""},{""role"":""user"",""content"":""太麻烦了。退款或重新发货。""},{""role"":""user"",""content"":""不可以，起码退两罐的费用。""},{""role"":""user"",""content"":""网购买了个心烦。拼多多除了品牌商品却有一些伪劣产品。三罐破损两罐。补5元，你们觉得合适吧！欺诈！""}]",亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦,,18,"['问题：""投诉拼多多平台处理吧！真的有返油的味道好难吃。我给你们寄回你们自己闻和尝尝味道"", 答案：""🌹""', '问题：""拼多多的广告上面说的是发是发两大罐，因为发给我的是只有半瓶两个半瓶。怎么处理，你们自己，你们看怎么处理了？"", 答案：""一罐350g的亲 二罐是700g""', '问题：""超重了我还要贴运费，此款商品质量差，不好用，盖都打不开，易拉罐拉一下就断了"", 答案：""亲 拍下带有商品名称的那面""', '问题：""我只申请退款坏了的一罐6元，不过分吧不可能我先垫付运费"", 答案：""亲，罐子挤压但是不影响食用的，客服这边没有这么高权限哈。可以给您申请3元补贴，您看可以吗。""', '问题：""可以，但还有4包呢？我只收到11包。一个鸡蛋味，一个芒果味，香芋味的是坏的，撒得到处都是"", 答案：""亲亲，快递外包装有误破损呢，这一线都在漏，给您补偿一袋的价格您看可以吗""', '问题：""退货麻烦，补尝2元好的👌🏻"", 答案：""好的亲。您确认收货后联系客服帮您申请哈""', '问题：""我收到的商品怎么是2罐350（两小罐）与快递单相符,而宣传视频中说的是2大罐700g，是否少了一半？"", 答案：""亲亲，一罐350g哦。""', '问题：""又要我交五块钱请尽快解决售后问题，避免平台介入退款运费险还要我补你这里三斤了"", 答案：""亲，以平台补贴为准哈。""']",,
补钙么,"[{""role"":""user"",""content"":""无糖的么？""},{""role"":""user"",""content"":""糖尿病老人可以喝么？""},{""role"":""assistant"",""content"":""咨询医生哈亲""},{""role"":""user"",""content"":""无糖的么？""},{""role"":""assistant"",""content"":""亲亲，我们的商品都是无蔗糖的 只有商品本身富有的糖份的哦~""},{""role"":""user"",""content"":""成份配料表发过来""},{""role"":""assistant"",""content"":""亲亲，客服这边暂时没有哈可以参考商品详情或者评论区看下哈""},{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""补钙么""}]",亲亲，黄瓜籽粉可以补钙哦。但是不能代替药物哈~,亲亲，黄瓜籽粉可以补钙哦。但是不能代替药物哈~,"18,8","['问题：""是补钙的吗"", 答案：""黄瓜籽粉可以补钙亲。但是不能代替药物哈""', '问题：""这个是补钙吗？"", 答案：""亲亲，就是纯黄瓜籽粉哈作用客服不清楚哈""', '问题：""有什么营养价值喝了有啥好处"", 答案：""补钙的亲""', '问题：""补不补免疫力还有感冒"", 答案：""补钙的亲""', '问题：""发什么快递？黄瓜籽粉有什么作用"", 答案：""补钙的亲""', '问题：""吗降血压降血压吗"", 答案：""补钙的亲""', '问题：""含糖吗这粉主要是补什么？有什么用？？？"", 答案：""补钙的亲""', '问题：""黄瓜籽粉喝上对人身体有什么好处"", 答案：""补钙的亲""', '问题：""这个黄瓜籽粉有什么用啊"", 答案：""补钙的亲""', '问题：""吃这个营养有吗"", 答案：""补钙的亲""']",,
在吗压扁了,"[{""role"":""user"",""content"":""在吗""},{""role"":""user"",""content"":""在吗压扁了""}]",亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦~,亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦~,18,"['问题：""压扁了"", 答案：""亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦""', '问题：""都压扁啦"", 答案：""快递外包装坏了么？""', '问题：""处理了吗"", 答案：""亲 可以申请退货退款重拍哦""', '问题：""在吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""是按照那个比例没错啊，我100克的粉，然后用600克的水煮了也不行啊"", 答案：""称重的吗""', '问题：""外包装都扁了"", 答案：""这边给您申请3元补偿亲""', '问题：""怎么压成了这个样子还潮了"", 答案：""亲，能看清订单号的包裹照片还有破损的照片提供一下，这边帮您处理一下呢。""']",,
你们是在难为我吗？你们想办法帮退,"[{""role"":""user"",""content"":""找不到明白人，怎么办""},{""role"":""user"",""content"":""你和我讲怎么做""},{""role"":""user"",""content"":""到那找订单""},{""role"":""assistant"",""content"":""亲 到您不满意的订单上申请退货退款哦""},{""role"":""user"",""content"":""找不到取消退货款选项""},{""role"":""assistant"",""content"":""亲 找到您申请退款的订单 有取消退款的按钮哦""},{""role"":""user"",""content"":""你们是在难为我吗？你们想办法帮退""}]",亲 可以找人帮您操作下哦,,18,"['问题：""能退不？"", 答案：""亲 可以申请退货退款哦""', '问题：""怎么退？"", 答案：""等售后同意您的退货申请以后，按照步骤把商品寄回""', '问题：""怎么退？"", 答案：""自己申请哈亲时间太久了这边没法操作""', '问题：""申请完了，以退。不知咋了？这得咋办？"", 答案：""您收到的那个不是我们店铺的""', '问题：""那怎么办也不能退了"", 答案：""亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿2元可以吗。""', '问题：""我想退了可以拦截吗？申请了帮我拦截一下"", 答案：""拦截了亲""', '问题：""你好这个显示退回商家本人签収收"", 答案：""申请下退款亲""', '问题：""给我退了吧"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""']",,
发什么快递？发什么快递？,"[{""role"":""user"",""content"":""发什么快递？发什么快递？""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,"18,8","['问题：""发什么快递？发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？发什么快递？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不指定快递的亲~""', '问题：""发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递？"", 答案：""亲，我们有极兔、中通、邮政等多种快递选择，随机发货哦。不支持指定快递公司哦~""']",,
我已拼单成功，能尽快帮我发货吗？,"[{""role"":""user"",""content"":""我已拼单成功，能尽快帮我发货吗？""}]",亲亲，下单48小时内发货哦~,亲亲，下单48小时内发货哦~,18,"['问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""我已拼单成功，能尽快帮我发货吗？"", 答案：""下单48小时内发货亲""', '问题：""我已拼单成功，能尽快帮我发货吗？急"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的👌"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？好的"", 答案：""亲亲，下单48小时内发货哦~""', '问题：""我已拼单成功，能尽快帮我发货吗？请发货。"", 答案：""亲亲，下单48小时内发货哦~""']",,
什么时候发货？,"[{""role"":""user"",""content"":""什么时候发货？""}]",亲亲，正常48小时内发货呢~,亲亲，正常48小时内发货呢~,18,"['问题：""什么时候发货？"", 答案：""亲亲，正常48小时内发货呢""', '问题：""什么时候发货？"", 答案：""48小时发货""', '问题：""什么时候发货"", 答案：""已经发货了""', '问题：""什么时候发货"", 答案：""亲亲，正常48小时内发货呢""', '问题：""什么时间发货"", 答案：""下单48小时内发货亲""', '问题：""啥时候能发货？"", 答案：""下单48小时内发货亲""', '问题：""什么时候能发货呀"", 答案：""下单48小时内发货亲""']",,
是一公斤吗,"[{""role"":""user"",""content"":""是一公斤吗""}]",是的,,18,"['问题：""是一斤吗？"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""', '问题：""你说一公斤还是一斤"", 答案：""一公斤""', '问题：""放了400克 2400水就是这个方法"", 答案：""是称重的吗""', '问题：""不是一斤的吗"", 答案：""亲，一罐300g哦。""', '问题：""是按照那个比例没错啊，我100克的粉，然后用600克的水煮了也不行啊"", 答案：""称重的吗""', '问题：""上面是一公斤呀"", 答案：""现在规格都是500个一袋的亲""', '问题：""一罐是一斤吗？"", 答案：""是的""']",,
,"[{""role"":""assistant"",""content"":""很高兴为您服务，请问有什么可以帮您？""},{""role"":""user"",""content"":""粉都出来了""},{""role"":""assistant"",""content"":""亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦""},{""role"":""user"",""content"":""""}]",亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦,亲，您看为了给您有个好的购物体验，给您补偿1元可以吗,18,,,
好的谢谢,"[{""role"":""user"",""content"":""好的谢谢""},{""role"":""assistant"",""content"":""好的亲""},{""role"":""user"",""content"":""生的？熟的？""},{""role"":""assistant"",""content"":""亲，熟的哦~""},{""role"":""user"",""content"":""好的谢谢""},{""role"":""assistant"",""content"":""亲，不客气哦~""},{""role"":""user"",""content"":""是炒熟的吗？还是怎么熟的呢？""},{""role"":""assistant"",""content"":""亲 是低温烘焙的哦""},{""role"":""user"",""content"":""不热气吧？""},{""role"":""assistant"",""content"":""亲 不会的哦""},{""role"":""user"",""content"":""好的谢谢""}]",好的亲,好的亲,18,"['问题：""好的 谢谢"", 答案：""不客气""', '问题：""好的谢谢"", 答案：""好的亲🌹""', '问题：""好的谢谢"", 答案：""拍下随意搭配的选项后与我们联系""', '问题：""好的谢谢"", 答案：""感谢支持""', '问题：""好的谢谢"", 答案：""不客气""', '问题：""好的谢谢"", 答案：""客气了亲""', '问题：""好的谢谢了"", 答案：""好的亲申请以后记得联系我拦截哈""']",,
,"[{""role"":""user"",""content"":""厂家收到货为什么没有玻璃碗和勺子。""},{""role"":""assistant"",""content"":""亲 收到的拍照看下哦""},{""role"":""user"",""content"":""""}]",,亲 实在是抱歉呢 仓库漏发了 这边给您申请3元的补偿可以吗,18,,,
100克是多少，没有勺子没有办法估计,"[{""role"":""user"",""content"":""100克是多少，没有勺子没有办法估计""}]",亲，100克大概是一把勺子的量哦~您可以自己估计一下哦~,亲 用电子秤称重哦,18,"['问题：""[耶]好的   100克大概有多少"", 答案：""建议称重哈""', '问题：""没有量杯怎么看有没有一百克"", 答案：""可以根据比例哈""', '问题：""100克的"", 答案：""没有哈""', '问题：""多少克"", 答案：""亲，一罐的重量是600g哦~""', '问题：""一百克放多少水？"", 答案：""参考下亲""', '问题：""1罐多少克？"", 答案：""下单价格为准哈""', '问题：""图片上那么大我没注意看克数"", 答案：""亲亲，正常一罐就是350g哦""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""']",,
