q,que,ai_answer,actual_send_answer,kb_ids,new_refer,order_status,refund_status
刚才下单了，发邮政快递可以吗谢谢,"[{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""},{""role"":""user"",""content"":""刚才下单了，发邮政快递可以吗谢谢""}]",不支持指定快递哈，仓库随机发货呢~,不支持指定快递哈，仓库随机发货呢~,18,"['问题：""邮政太慢了给我发中通吧"", 答案：""亲，我们也不支持指定快递哦，仓库随机发货呢~""', '问题：""麻烦邮政快递"", 答案：""不支持指定""', '问题：""有货吗？有货吗？发什么快递？可以指定吗发什么快递？可以发邮政吗？"", 答案：""亲亲，我们是有货的哈。发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""亲，给我发邮局快递申通快递也行"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""我要求送货到家，我给快递员打电话打不通，否则我退货"", 答案：""我联系快递问下""', '问题：""什么前台，物流公司闲人免进"", 答案：""我联系快递问下""', '问题：""我没拿的请尽快解决售后问题，避免平台介入退款它显示签收请尽快解决售后问题，避免平台介入退款"", 答案：""我联系快递问下""', '问题：""发中通快递呗，谢了。"", 答案：""不支持指定快递哈""']",,
发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,18,"['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
怎么搅也是这样。好的。,"[{""role"":""user"",""content"":""哪有不开封的？""},{""role"":""user"",""content"":""不开封也不知道呀""},{""role"":""user"",""content"":""怎么搅也是这样。""},{""role"":""user"",""content"":""怎么搅也是这样。好的。""}]",好的,,"18,8","['问题：""货收到了，用滚开的水却冲不开，为什么？喝时水和粉是分开的。"", 答案：""亲，搅拌均匀试下哦。""', '问题：""有搅的"", 答案：""亲建议搅拌时间尽量长一些哈然后用细网过滤一下""', '问题：""开水有各达"", 答案：""亲，搅拌均匀""', '问题：""搅拌有一会了"", 答案：""亲亲可以先放水再放粉边放边搅拌试下哦""', '问题：""这要搅多久啊？"", 答案：""亲 搅拌均匀""', '问题：""600水，粉跟糖各100"", 答案：""亲 需要搅拌的哦""', '问题：""我都说了搅拌了"", 答案：""亲 目前没有客户反馈这个问题哦""', '问题：""完全融化就关火了吗今晚煮了十几杯，还没有偿"", 答案：""是的亲然后再继续搅拌""', '问题：""搅肯定是搅匀了的搅肯定是搅匀了的"", 答案：""有免煮教程""', '问题：""你看看我给你发过去，我搅拌完了就是这样的怎么办？"", 答案：""我们是纯正黄瓜籽粉的亲""']",,
怎么搅也是这样。,"[{""role"":""user"",""content"":""我要退货""},{""role"":""user"",""content"":""不开封能知道吗？上次买的不这样。""},{""role"":""user"",""content"":""哪有不开封的？""},{""role"":""user"",""content"":""不开封也不知道呀""},{""role"":""user"",""content"":""怎么搅也是这样。""}]",亲，有什么呢,,18,"['问题：""有搅的"", 答案：""亲建议搅拌时间尽量长一些哈然后用细网过滤一下""', '问题：""搅开了还是有"", 答案：""亲亲，有什么呢""', '问题：""用开水搅拌了半天还是这样"", 答案：""如果您用的水煮就是火太大了，煮老了 没用水煮的话，就是没有搅拌均匀。""', '问题：""照样不凝固啊。"", 答案：""好的 亲 厂家正在做 看下具体情况""', '问题：""我都说了搅拌了"", 答案：""亲 目前没有客户反馈这个问题哦""', '问题：""600水，粉跟糖各100"", 答案：""亲 需要搅拌的哦""', '问题：""我这个芒果味儿的就一直在这搅拌，还是不行。"", 答案：""亲 按照教程的比例试下哦""', '问题：""完全融化就关火了吗今晚煮了十几杯，还没有偿"", 答案：""是的亲然后再继续搅拌""']",,
寄回去另外2包会不会又漏了,"[{""role"":""user"",""content"":""可以的，商品要寄回去吗""},{""role"":""user"",""content"":""怎么寄呢""},{""role"":""user"",""content"":""运费？""},{""role"":""user"",""content"":""寄回去另外2包会不会又漏了""}]",亲 介意慎拍,,18,"['问题：""有一包漏了"", 答案：""亲，可能是打包的时候挤压导致的，不影响食用的哦。这边给您申请2元的补偿可以吗。""', '问题：""两包漏的"", 答案：""亲，很抱歉给您带来不好的体验，还请亲理解一下，您看为了给您有个好的购物体验，给您补偿4元可以吗。""', '问题：""有一包是漏的"", 答案：""亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦""', '问题：""漏了一包"", 答案：""亲，可能是快递运输过程中挤压导致的哈，不影响食用的哦""', '问题：""有两包漏了这两包退回去，换两包新的"", 答案：""可以的亲 申请退货退款 然后重拍一下""', '问题：""漏了两包！"", 答案：""亲 实在是抱歉呢 这边给您申请3元的补偿可以吗""', '问题：""我才收到12包。而且有一包还是漏的，都漏出来了呢"", 答案：""亲亲，抱歉哈，快递外包装有无破损呢""', '问题：""可以呀 那些漏的两包 我怎么寄就寄回去2包好的给你"", 答案：""可以的亲申请退货退款的时候金额改一下""']",,
"您账户6209于4月24日11时8分向拼多多支付-拼多多平台商户支出人民币10元,可用余额348.7元。[建设银行]","[{""role"":""user"",""content"":""您账户6209于4月24日11时8分向拼多多支付-拼多多平台商户支出人民币10元,可用余额348.7元。[建设银行]""}]",您查询一下亲,,18,"['问题：""请你把我的款退到原来的支付账户里，不要在多多平台上再给我充一下10元，我不需要再多多账户里从我的余额那里经常丢钱我就是直接碰了一下，把款付错了，在几秒钟时间退了个款，为啥还要这么麻烦，我总共付了14块9毛钱，你退到我的银行卡应该是14块9，现在怎么是4块9不对呀？"", 答案：""没有明白您的意思亲。您订单已经退款成功了哈""', '问题：""我在回回购就是九块九是吗？三袋九块九。"", 答案：""亲 以您的实付金额为准 您之前可能是使用了平台优惠券""', '问题：""也是拼多多呀金额，6元6角"", 答案：""亲，没有花生米售卖哈亲，您订单发出正确的""', '问题：""那钱怎么交啊？我我老叫我搁银行卡，我不会呀。就微信上就行呗，就是拼多多有钱那不会整啊。"", 答案：""可以提取到银行卡付款""', '问题：""平台已退出介入，您可继续聊天你们拼多多是贼头，为了一点小利麻骗消费者。"", 答案：""亲 不满意的话 可以申请退货退款哦""', '问题：""你告诉我一下，怎么联系平台客服啊？怎么联系平台客服啊？"", 答案：""亲 进入拼多多首页 有官方客服的选项""', '问题：""[已支付16.00元]"", 答案：""🌹""', '问题：""金额刚好不够怎么用比如我买您店的东西。我的多多钱包又不够。平时只用支付宝。"", 答案：""亲，这个不清楚哈，您可以咨询下平台客服""']",,
货到了，没敢收，这是几瓶？,"[{""role"":""user"",""content"":""这是山东枣庄的货？""},{""role"":""assistant"",""content"":""亲亲，是的，我们是在山东枣庄发货的哦。""},{""role"":""user"",""content"":""货到了，没敢收，这是几瓶？""}]",亲亲，一共是4瓶哦。,,18,"['问题：""收到货收到货不是三瓶吗？"", 答案：""根据选项选择哈亲""', '问题：""货己收到、怎么不是瓶子装、而是袋装呢？"", 答案：""亲您拍的选项是袋装的哦""', '问题：""上次我下單時好像是買5罐送一罐，但今天收貨只收到5罐沒有6罐呀"", 答案：""亲亲没有赠送活动哦""', '问题：""为什么我就收到了一件货两件货是一个订单编号取件码也是一个，两单一个取件码"", 答案：""收到几袋呢""', '问题：""四瓶没打开呢"", 答案：""亲 可以退4罐""', '问题：""少了一个4斤的"", 答案：""一共收到几袋亲""', '问题：""收到了三包，玻璃杯是什么？没有收到。"", 答案：""亲亲您拍的选项是没有玻璃杯的哈""', '问题：""我买的1kg，怎么是500g？"", 答案：""亲 收到几袋""']",,
这是山东枣庄的货？,"[{""role"":""user"",""content"":""这是山东枣庄的货？""}]",亲亲，是的，我们是在山东枣庄发货的哦。,亲亲，是的，我们是在山东枣庄发货的哦。,18,"['问题：""从哪里：从哪里发货"", 答案：""山东枣庄发货的亲。""', '问题：""为何不答复"", 答案：""山东枣庄发货的亲""', '问题：""你们是哪里"", 答案：""山东枣庄发货的亲""', '问题：""从哪里发货几天到货急用"", 答案：""山东枣庄发货的亲""', '问题：""你这个铁棍山药粉是河南温县的吗？"", 答案：""山东枣庄发货的亲""', '问题：""我已经拼单成功2小时，能尽快帮我发货吗？"", 答案：""亲亲，我们是在山东枣庄发货的哦。""', '问题：""你们那里发货从哪发货"", 答案：""亲亲，我们是在山东枣庄发货的哦。""', '问题：""从哪里发货"", 答案：""山东枣庄""']",,
好的！,"[{""role"":""user"",""content"":""红豆薏米粉里山药没有？""},{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""},{""role"":""user"",""content"":""什么时候发货？""},{""role"":""assistant"",""content"":""亲亲，正常48小时内发货呢~""},{""role"":""user"",""content"":""没显示几瓶？""},{""role"":""user"",""content"":""我点的五罐。""},{""role"":""user"",""content"":""好的！""}]",好的亲,,18,"['问题：""好吧！"", 答案：""嗯嗯""', '问题：""好，好！"", 答案：""🌹""', '问题：""好的。"", 答案：""好的""', '问题：""好的，"", 答案：""好的""', '问题：""好的"", 答案：""好的亲🌹""', '问题：""好吧要是再不行呢好吧"", 答案：""好的""']",,
没显示几瓶？我点的五罐。,"[{""role"":""user"",""content"":""红豆薏米粉里山药没有？""},{""role"":""user"",""content"":""发什么快递？""},{""role"":""assistant"",""content"":""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""},{""role"":""user"",""content"":""什么时候发货？""},{""role"":""assistant"",""content"":""亲亲，正常48小时内发货呢~""},{""role"":""user"",""content"":""没显示几瓶？我点的五罐。""}]",亲看下快递外包装破损了吗,,18,"['问题：""不是5罐吗"", 答案：""稍等亲""', '问题：""(⊙_⊙)？我的订单不是三罐么😳"", 答案：""亲只收到两罐吗""', '问题：""是一斤一罐的吗？我拍的是五罐吧。"", 答案：""对的亲 五罐的""', '问题：""发5罐吗？"", 答案：""根据选项下单哈""', '问题：""是一罐还是五罐29.6元？"", 答案：""选项上有标明的哈""', '问题：""你图上是满满三罐，你没有说清楚"", 答案：""图片仅供参考哦""', '问题：""有四罐没喝呢？"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""', '问题：""说好的是三罐，怎么才两罐呀？"", 答案：""亲，这边帮您联系快递核重，您稍等""']",,
怎么寄呢,"[{""role"":""user"",""content"":""右边那包麦片都漏出来了""},{""role"":""user"",""content"":""平台已退出介入，您可继续聊天""},{""role"":""user"",""content"":""可以的，商品要寄回去吗""},{""role"":""user"",""content"":""怎么寄呢""}]",亲申请退货退款以后商品寄回就可以了哈,,18,"['问题：""怎么寄回告诉我"", 答案：""申请退货退款不要申请仅退款""', '问题：""我不懂怎样寄出啊！"", 答案：""商品寄回哈""', '问题：""寄了呢"", 答案：""亲寄回几袋就申请几袋的价格哈，售后那边核实以后会给您处理退款的。""', '问题：""怎么"", 答案：""你好 在的亲""', '问题：""我真不懂怎样寄出啊！"", 答案：""亲，您可以联系一下当地快递公司寄回哈""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""怎么用"", 答案：""冲泡即食哈亲""', '问题：""上面是显示出库了嗯，他说我拿了，但是我回来拆，我没看到"", 答案：""我联系快递亲""']",,
亲你好。,"[{""role"":""user"",""content"":""亲你好。""}]",亲，您好，有什么可以帮您的吗？,,"18,8","['问题：""你好，亲"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""好的谢谢你"", 答案：""亲，好的""', '问题：""好喝我就不退了，不好喝，我就退了。"", 答案：""好的，亲""', '问题：""你好"", 答案：""您好亲""', '问题：""好用，还会回来买晚上回家在给你评价，我白天不在家"", 答案：""好的亲亲""', '问题：""好吧，只有多试几次"", 答案：""好的亲亲""', '问题：""老板，已经下单"", 答案：""亲，好的亲""', '问题：""你好，"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""亲在吗人工"", 答案：""亲，在的亲。""', '问题：""我又买了包装好点"", 答案：""好的 亲""']",,
好吧，,"[{""role"":""user"",""content"":""杯是烂的吗，口边也太毛了""},{""role"":""user"",""content"":""杯子底象坏的，杯边还伤手，怎么可用""},{""role"":""user"",""content"":""好吧，""}]",亲，确认收货以后联系我们帮您处理哈,,18,"['问题：""好吧"", 答案：""亲 确认收货后与我们联系""', '问题：""好吧"", 答案：""好的""', '问题：""好吧"", 答案：""如果不行的话 按照给您发的比例再试下""', '问题：""好吧"", 答案：""亲，确认收货以后联系我们帮您处理哈""', '问题：""好吧"", 答案：""您耐心等待下哈""']",,
是发8包吧,"[{""role"":""user"",""content"":""是发8包吧""}]",亲，是的，是发8包哦~,,18,"['问题：""我这边是8包哟"", 答案：""您需要退回几包几申请退回几包的价格哈""', '问题：""好"", 答案：""您现在收到八包是吧""', '问题：""撤了"", 答案：""一共是八个快递包裹吗""', '问题：""请问我这个是几包"", 答案：""亲拍了八斤应该就是八包哈""', '问题：""几包还要分两个[偷笑]"", 答案：""亲 具体以仓库发货为主""', '问题：""（一起多少包"", 答案：""稍等""', '问题：""每包是七块块呀"", 答案：""稍等""', '问题：""6 袋的"", 答案：""金额修改成6袋的""']",,
不开封能知道吗？上次买的不这样。,"[{""role"":""user"",""content"":""请问：我在你处购买的黄瓜籽粉，怎么一用开水冲，：就像疙瘩汤似的。""},{""role"":""user"",""content"":""上次也是在你家买的不这样，这次后感觉真是不一样""},{""role"":""user"",""content"":""我要退货""},{""role"":""user"",""content"":""不开封能知道吗？上次买的不这样。""}]",亲 可以申请退货退款,,18,"['问题：""不开封，我咋知道好赖呀。"", 答案：""未拆封可以退回""', '问题：""不开封，我怎么知道好不好吃啊。"", 答案：""未拆封的可以退回""', '问题：""那不拆封我也不知道质量怎么样啊"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""刚收到货。为何有一罐是开了封的？可以食吗？"", 答案：""亲，您放心食用吧。""', '问题：""一包开封过了怎么办？"", 答案：""未拆封的可以退""', '问题：""不开封咋知道难喝呀"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""我不开封我不得尝尝吗？在哪知道它不好吃的。那我退两罐，你退我多少钱呢？我都给你装里了。不是这补法吧，那是开封的，我不开封我咋知道你的东西好坏的？"", 答案：""未拆封的寄回亲""', '问题：""这次发过来的包装都不一样"", 答案：""亲 这边给您补发一包可以吗""']",,
发什么快递？,"[{""role"":""user"",""content"":""发什么快递？""}]",亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~,,"18,10","['问题：""发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""发什么快递发什么快递？"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？发什么快递？"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""[发什么快递]"", 答案：""极兔 中通，邮政，不指定快递，仓库随机发的亲""', '问题：""什么快递？"", 答案：""极兔、中通、邮政，不指定快递，仓库随机发""', '问题：""发什么快递？怎么做"", 答案：""亲，发极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？发什么快递？"", 答案：""亲，我们发货使用的是极兔、中通、邮政，不指定快递，仓库随机发哦~""', '问题：""发什么快递？发什么快递？发什么快递？"", 答案：""亲，我们发极兔、中通、邮政，不指定快递，仓库随机发哦~""']",,
您好一罐是多少克啊,"[{""role"":""user"",""content"":""您好一罐是多少克啊""}]",亲，一罐的重量是300g哦~,,"18,9","['问题：""一罐多少克"", 答案：""亲 一罐350g""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐多少克"", 答案：""这个是大罐1lg的可以看下选项哈""', '问题：""一罐多少克"", 答案：""500g亲""', '问题：""请问一罐是多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""', '问题：""29.65元5罐    一罐是多少克"", 答案：""500g""', '问题：""一罐有多少量？"", 答案：""亲，一罐的重量是500g哦~""']",,
请问：我在你处购买的黄瓜籽粉，怎么一用开水冲，：就像疙瘩汤似的。上次也是在你家买的不这样，这次后感觉真是不一样,"[{""role"":""user"",""content"":""请问：我在你处购买的黄瓜籽粉，怎么一用开水冲，：就像疙瘩汤似的。上次也是在你家买的不这样，这次后感觉真是不一样""}]",亲亲，纯黄瓜籽粉没有添加剂的哈，可能有些粗糙，建议用搅拌机搅拌一下再喝亲。,,18,"['问题：""你看这黄子粉也不纯呐，都没有黄瓜味的啥玩意，我上次买的都有黄瓜籽味，这一点味都没有。"", 答案：""亲亲，纯黄瓜籽粉哦""', '问题：""为什么黄瓜籽粉颜色会不一样呢"", 答案：""亲，黄瓜籽粉颜色不一样是因为经过加工的哦保证质量的哦""', '问题：""真是纯老黄瓜籽磨的粉吗？我婆家很挑剔的别看大农村人，事可多了"", 答案：""亲亲，我们的产品是纯老黄瓜籽磨的粉，质量很好哦~""', '问题：""我都吃黄汁粉吃，有八九年了，就搁开水呗，八八十度开水冲。葱怎么烂好的，你。那黄瓜籽是不沉的？我上次买那个还有呢，我就看你这便宜，我又买点，我就是买纯黄瓜籽粉，那个葱还香，这个没有香味。"", 答案：""亲亲，黄瓜籽不沉哦。""', '问题：""主要是怎么弄也不黏糊？喝到嘴里全是渣子"", 答案：""亲亲，纯黄瓜籽粉没有添加剂的哈""', '问题：""商家好！黄瓜籽粉收到，共三罐，怎么没有杯和勺子呢？"", 答案：""亲，这边帮您联系快递核重，您稍等""', '问题：""怎么这个颜色，也很粗糙跟我买别家的怎么这么不一样"", 答案：""亲亲正常的哈咱家是纯黄瓜籽粉哈没有任何添加剂的""']",,
这个芝士也太难吃了吧,"[{""role"":""user"",""content"":""这个芝士也太难吃了吧""}]",亲亲，每个人口感不一样的哈,,18,"['问题：""难吃死了"", 答案：""亲亲，口感因人而异的哈，有的人觉得好喝，有的人觉得不好喝""', '问题：""这个吃着也太腻了吧"", 答案：""亲亲，每个人口感不一样的哈""', '问题：""那问题是芝士味道一点没有只有奶粉味"", 答案：""亲 芝士也是甜味为主哦""', '问题：""你这奶盖粉一点芝士味没有"", 答案：""亲亲，我们的奶盖粉是纯芝士味的，可能您没有感受到哦。无添加剂的哈可能口感不会那么浓厚。""', '问题：""这次买的这么难吃的，进不了龺口"", 答案：""亲亲，每个人口感不一样的哈""', '问题：""宝贝很难吃，不想吃"", 答案：""亲亲，每个人的口味都是不一样的哦""', '问题：""口感很难吃啊怎么回事"", 答案：""亲亲，每个人的口味都是不一样的哦""']",,
哎。我也不是差那一个小勺，我也没看着小勺啊，那箱底下都坏了。我也不是差那一个个小勺。,"[{""role"":""user"",""content"":""好吧。""},{""role"":""user"",""content"":""你不给补偿，你把啥给我邮过来吧。""},{""role"":""user"",""content"":""可以。""},{""role"":""user"",""content"":""这是啥意思呀，你不是补这一元钱，你也没给我呀，你不给我就把勺子给我邮过来。""},{""role"":""user"",""content"":""你说我那个我不会整我弄错了，那个你说给我退那个少钱退一块钱，我付完钱退我一块钱就拉倒了。完了我就不要那小勺了，你一块钱要不退的话，我就要勺子。""},{""role"":""user"",""content"":""哎。我也不是差那一个小勺，我也没看着小勺啊，那箱底下都坏了。我也不是差那一个个小勺。""}]",亲，我们这边都是严格检查的，不会出现坏件的情况哦,,18,"['问题：""那我下错单了吗？我当时就是看中这个碗勺了唉"", 答案：""亲，您下单时没有选择碗勺款，所以没有收到碗勺哦~""', '问题：""还有一个小问题就是你送的杯勺不会是坏的吧？？"", 答案：""不会的亲。发货都是严格检查的""', '问题：""我收到没有勺，有个碗"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""我拍的这个是送碗勺的，我这缺一个勺子。"", 答案：""亲，看下快递箱夹缝中有没有""', '问题：""在一个连碗勺都没给我带？"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""嗯，我就差一个玻璃碗，原来的被小朋友不小心弄坏了。"", 答案：""没有哈亲""', '问题：""我已评价，可是里面怎么没有玻璃杯和小勺呢？"", 答案：""看选项哦亲，选项上面有写的就送，没有写的就不送哦""', '问题：""没勺子[发怒][发怒][发怒]为什么"", 答案：""这款不送勺子哦""']",,
今天收到货，就不退了！,"[{""role"":""user"",""content"":""今天收到货，就不退了！""}]",亲亲，保证不了今天到货哦~,,18,"['问题：""亲我确认收货了不退了"", 答案：""好的""', '问题：""我不退款，今天要到货。四点半我要货"", 答案：""亲亲，保证不了今天到货哦""', '问题：""货到了怎么还不退款"", 答案：""亲售后核实以后会尽快处理的哈""', '问题：""我不退给我发货"", 答案：""申请退款后可以重拍""', '问题：""行了不退了"", 答案：""亲撤销一下退款哈""', '问题：""我说东西没寄到，寄到我就不让你不退款了"", 答案：""亲 您之前申请的是退货退款 我们这边已经拦截了""', '问题：""亲如果发货了我就不退款了啥你又说"", 答案：""亲 我没有处理退款的权限 这边有专人处理""', '问题：""我还没拿到货怎么还不退款"", 答案：""亲 会有专人处理""']",,
小麦胚芽一罐多少克？,"[{""role"":""user"",""content"":""小麦胚芽一罐多少克？""}]",袋装500g 桶装400g 灌装300g 您根据选项拍的,,18,"['问题：""1罐多少克？"", 答案：""下单价格为准哈""', '问题：""一罐多少克"", 答案：""这个是大罐1lg的可以看下选项哈""', '问题：""一罐多少克"", 答案：""500g亲""', '问题：""一罐多少克"", 答案：""亲 一罐350g""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐多少克？"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克？"", 答案：""哪款产品亲""']",,
这个500g里山药的含量有多少呢,"[{""role"":""user"",""content"":""500g里山药的含量有多少呢""},{""role"":""user"",""content"":""这个500g里山药的含量有多少呢""}]",亲 您可以参考下评论区哦,,18,"['问题：""我买的1kg，怎么是500g？"", 答案：""亲 收到几袋""', '问题：""说的500g，差近一两"", 答案：""这边给您申请1元补偿亲""', '问题：""净含量肯定不够，没有500g"", 答案：""一罐500g 哈亲""', '问题：""带包装盒是500g吗？"", 答案：""亲，一罐500g哦~""', '问题：""那我买的是500g的吗我看广告是2袋"", 答案：""袋装500g 桶装400g 罐装300g 您根据选项拍亲""', '问题：""我是买的500g的吗"", 答案：""罐装没有500g的""', '问题：""罐怎么那么小妮"", 答案：""500g是一斤 不会很多的哦""', '问题：""一袋多少斤"", 答案：""亲，一袋的重量是500g""']",,
给妈妈买的，妈妈喝不了，我想给她退了。收到了。喝了一次，妈妈喝不了。拆了一桶，有两桶没拆的。,"[{""role"":""user"",""content"":""给妈妈买的，妈妈喝不了，我想给她退了。""},{""role"":""user"",""content"":""收到了。喝了一次，妈妈喝不了。""},{""role"":""user"",""content"":""给妈妈买的，妈妈喝不了，我想给她退了。收到了。喝了一次，妈妈喝不了。拆了一桶，有两桶没拆的。""}]",可以申请退货退款哈商品寄回有专人处理的,,"18,8","['问题：""可以退货退款吗，家里老人喝不惯，说是有的酸开了一袋，老人说口感有点酸喝不惯"", 答案：""可以的亲。您申请退货退款，商品寄回有专人处理的哈""', '问题：""刚拿回来打开喝的，一点也不好，可能退了"", 答案：""亲亲，如果您实在不满意的话，未拆封商品您可以申请退货退款，，退回几件就申请几件的价格，商品退回，有专人处理的哈。""', '问题：""我打开一袋  老人喝了一口    说不愿意喝我想退货行吗？"", 答案：""亲 可以申请退货退款哦""', '问题：""请退货吧，不敢喝，不知道里边掺了什么东西。"", 答案：""可以申请退货退款哈商品退回有专人处理的""', '问题：""打开了老人喝了说有味可以退货吗"", 答案：""亲亲，可以退剩下的哦。""', '问题：""扎吧拉沙的"", 答案：""喝不惯的话可以申请下退货退款亲""', '问题：""能退吗，我打开一袋我感觉不太好喝"", 答案：""亲，可以退剩下的哈退款的时候金额改一下""', '问题：""拆掉了两盒他们说不好喝，还有三盒没拆开，怎么退法的？"", 答案：""亲可以申请退没拆的哈""', '问题：""不退货退钱吧。我牙疼才吃的。觉得太难吃了。这东西咋还能卖呢？"", 答案：""退什么钱""', '问题：""不能喝，喝了一次就有感觉，又喝了一次还是不行"", 答案：""实在抱歉给您带来不好的体验，如果您实在不满意的话您可以申请退货退款，商品退回，有专人处理哈。""']",,
一灌多少克,"[{""role"":""user"",""content"":""一灌多少克""}]",亲，一罐的重量是500g哦~,,18,"['问题：""一灌重量多少？"", 答案：""亲，一罐500g哦。""', '问题：""一瓶多少克"", 答案：""亲，一罐300g""', '问题：""多少克"", 答案：""亲，一罐的重量是600g哦~""', '问题：""一罐多少克"", 答案：""这个是大罐1lg的可以看下选项哈""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是500g哦~""', '问题：""一罐多少克"", 答案：""500g亲""', '问题：""一罐多少克"", 答案：""亲，一罐的重量是300g哦~""', '问题：""一罐多少克"", 答案：""亲 一罐350g""']",,
给妈妈买的，妈妈喝不了，我想给她退了。,"[{""role"":""user"",""content"":""给妈妈买的，妈妈喝不了，我想给她退了。""}]",亲，可以申请退货退款哦~,,18,"['问题：""我打开一袋  老人喝了一口    说不愿意喝我想退货行吗？"", 答案：""亲 可以申请退货退款哦""', '问题：""能退吗，我打开一袋我感觉不太好喝"", 答案：""亲，可以退剩下的哈退款的时候金额改一下""', '问题：""可以退货退款吗，家里老人喝不惯，说是有的酸开了一袋，老人说口感有点酸喝不惯"", 答案：""可以的亲。您申请退货退款，商品寄回有专人处理的哈""', '问题：""昨天我喝了两勺，不好喝，可以退款吗？"", 答案：""可以的亲，没拆封的可以申请退货退款哈""', '问题：""请退货吧，不敢喝，不知道里边掺了什么东西。"", 答案：""可以申请退货退款哈商品退回有专人处理的""', '问题：""这个能优惠点吗？不退了这个不是很好喝"", 答案：""可以申请退货退款""', '问题：""喝一点孩子不喜欢可以退吗"", 答案：""亲 已经打开了 不支持哦""', '问题：""一点也不好喝能退货吗"", 答案：""申请退货退款商品寄回有专人处理的哈""']",,
它已经成型了，好像,"[{""role"":""user"",""content"":""但摸过去是冷的呀""},{""role"":""user"",""content"":""不是免煮的，是用开水煮的""},{""role"":""user"",""content"":""[流泪]""},{""role"":""user"",""content"":""它表面是成冻了，然后它底下是水""},{""role"":""user"",""content"":""但估计还是没人喝""},{""role"":""user"",""content"":""它已经成型了，好像""}]",亲，已经成型了说明没有问题的哈，可以放心食用哦~,,18,"['问题：""成型了，不是白色"", 答案：""亲亲成型了说明没有问题的哈""', '问题：""退貨錢怎么還沒帳"", 答案：""已经成功了""', '问题：""做好了"", 答案：""很高兴为您服务，请问有什么可以帮您？""', '问题：""能换两罐大的吗大的有多大"", 答案：""已经是大罐了""', '问题：""已经开完了，"", 答案：""亲 快递暂时还没有给我们通知""', '问题：""什么时候发货"", 答案：""已经发货了""', '问题：""这要多久成型"", 答案：""亲亲，冷却1-2小时左右成型""', '问题：""已经拆了。"", 答案：""亲，拆开不能退的哈""']",,
